online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
Yes,Yes,2022,Jayanagar,1000.0,Delivery,Banashankari,2,1,1
Yes,Yes,150,Banashankari,600.0,Delivery,Banashankari,3,1,1
Yes,No,232,Basavanagudi,750.0,Delivery,Banashankari,2,1,1
Yes,No,38,Basavanagudi,200.0,Delivery,Banashankari,1,1,1
Yes,Yes,431,Jayanagar,800.0,Delivery,Banashankari,1,1,0
Yes,Yes,2115,Banashankari,800.0,Delivery,Banashankari,4,1,1
Yes,No,30,other,200.0,Delivery,Banashankari,3,1,0
Yes,No,150,Jayanagar,800.0,Delivery,Banashankari,1,1,1
Yes,No,12,other,200.0,Delivery,Banashankari,2,1,0
Yes,No,155,Jayanagar,450.0,Delivery,Banashankari,4,1,1
Yes,No,33,Basavanagudi,200.0,Delivery,Banashankari,1,1,0
Yes,Yes,666,Jayanagar,1000.0,Delivery,Banashankari,4,2,1
Yes,No,240,Basavanagudi,700.0,Delivery,Banashankari,1,1,1
Yes,No,918,Banashankari,800.0,Delivery,Banashankari,3,2,1
Yes,No,465,Jayanagar,600.0,Delivery,Banashankari,4,1,1
Yes,Yes,970,Jayanagar,1500.0,Delivery,Banashankari,5,2,1
Yes,No,128,Banashankari,300.0,Delivery,Banashankari,2,1,0
Yes,No,241,other,300.0,Delivery,Banashankari,2,1,0
Yes,No,22,Banashankari,200.0,Delivery,Banashankari,1,1,0
Yes,No,734,Banashankari,200.0,Delivery,Banashankari,4,1,1
Yes,No,130,Jayanagar,400.0,Delivery,Banashankari,2,1,1
Yes,No,261,Jayanagar,700.0,Delivery,Banashankari,3,1,1
Yes,No,191,other,300.0,Delivery,Banashankari,5,1,1
Yes,No,364,Basavanagudi,550.0,Delivery,Banashankari,6,1,1
Yes,No,133,Banashankari,300.0,Delivery,Banashankari,3,1,1
Yes,No,888,Banashankari,750.0,Delivery,Banashankari,5,1,1
Yes,No,13,Banashankari,400.0,Delivery,Banashankari,4,1,0
Yes,No,750,Basavanagudi,500.0,Delivery,Banashankari,3,1,1
Yes,Yes,164,Banashankari,500.0,Delivery,Banashankari,4,1,1
Yes,No,6,Banashankari,200.0,Delivery,Banashankari,2,1,0
Yes,No,527,Basavanagudi,500.0,Delivery,Banashankari,1,1,1
No,No,345,Banashankari,400.0,Desserts,Banashankari,2,1,1
No,No,356,Banashankari,150.0,Desserts,Banashankari,1,1,1
Yes,No,17,Banashankari,400.0,Desserts,Banashankari,2,1,0
Yes,No,38,Banashankari,150.0,Desserts,Banashankari,1,1,1
No,No,78,Banashankari,150.0,Desserts,Banashankari,1,2,0
No,No,60,Banashankari,400.0,Desserts,Banashankari,1,1,1
Yes,No,115,Banashankari,400.0,Desserts,Banashankari,2,1,1
No,No,39,Banashankari,300.0,Desserts,Banashankari,2,1,1
Yes,No,116,Banashankari,400.0,Desserts,Banashankari,4,1,1
Yes,No,918,Banashankari,800.0,Desserts,Banashankari,3,2,1
No,No,46,Banashankari,400.0,Desserts,Banashankari,2,2,0
Yes,No,41,Banashankari,300.0,Desserts,Banashankari,1,1,1
Yes,No,144,Banashankari,700.0,Desserts,Banashankari,3,1,1
No,No,28,Banashankari,150.0,Desserts,Banashankari,2,2,1
Yes,No,860,Banashankari,500.0,Desserts,Banashankari,2,1,1
No,No,14,Banashankari,200.0,Desserts,Banashankari,2,1,0
No,No,66,Banashankari,300.0,Desserts,Banashankari,2,1,1
Yes,No,8,Banashankari,100.0,Desserts,Banashankari,2,1,0
Yes,No,54,Banashankari,400.0,Desserts,Banashankari,3,2,0
No,No,7,Banashankari,500.0,Desserts,Banashankari,1,1,0
No,No,9,Banashankari,300.0,Desserts,Banashankari,1,1,0
No,No,42,Banashankari,300.0,Desserts,Banashankari,4,2,0
No,No,64,Banashankari,250.0,Desserts,Banashankari,2,1,1
Yes,No,14,Banashankari,350.0,Desserts,Banashankari,2,1,0
No,No,45,Banashankari,400.0,Desserts,Banashankari,1,2,1
No,No,11,Banashankari,600.0,Desserts,Banashankari,2,1,0
No,No,13,Banashankari,300.0,Desserts,Banashankari,2,1,0
No,No,7,Banashankari,150.0,Desserts,Banashankari,2,1,0
No,No,8,Banashankari,400.0,Desserts,Banashankari,2,1,0
No,No,25,Banashankari,200.0,Desserts,Banashankari,2,1,0
No,No,17,Banashankari,150.0,Desserts,Banashankari,2,1,0
Yes,No,35,Banashankari,500.0,Desserts,Banashankari,2,1,1
Yes,No,70,Banashankari,400.0,Desserts,Banashankari,3,1,1
No,No,98,Basavanagudi,400.0,Desserts,Banashankari,4,2,1
No,No,25,Basavanagudi,250.0,Desserts,Banashankari,2,1,0
Yes,No,219,Basavanagudi,600.0,Desserts,Banashankari,2,1,1
Yes,No,73,Basavanagudi,300.0,Desserts,Banashankari,3,1,1
No,No,16,Basavanagudi,150.0,Desserts,Banashankari,2,2,0
No,No,8,Basavanagudi,250.0,Desserts,Banashankari,2,1,0
Yes,No,15,Basavanagudi,400.0,Desserts,Banashankari,1,1,1
No,No,46,Basavanagudi,200.0,Desserts,Banashankari,2,2,0
Yes,No,13,Basavanagudi,300.0,Desserts,Banashankari,2,2,0
Yes,No,9,Basavanagudi,250.0,Desserts,Banashankari,1,1,0
Yes,No,43,Basavanagudi,250.0,Desserts,Banashankari,2,1,1
Yes,No,97,Basavanagudi,400.0,Desserts,Banashankari,4,1,0
Yes,No,22,Basavanagudi,250.0,Desserts,Banashankari,2,1,0
No,No,15,Basavanagudi,400.0,Desserts,Banashankari,1,2,0
Yes,No,27,Basavanagudi,250.0,Desserts,Banashankari,1,1,0
Yes,No,888,Banashankari,750.0,Dine-out,Banashankari,5,1,1
Yes,Yes,349,Banashankari,1200.0,Dine-out,Banashankari,6,1,1
Yes,No,287,Banashankari,350.0,Dine-out,Banashankari,1,1,1
Yes,Yes,2556,Banashankari,600.0,Dine-out,Banashankari,3,2,1
Yes,Yes,354,Banashankari,800.0,Dine-out,Banashankari,7,1,1
Yes,Yes,775,Banashankari,800.0,Dine-out,Banashankari,3,1,1
Yes,Yes,2115,Banashankari,800.0,Dine-out,Banashankari,4,1,1
No,Yes,977,Banashankari,1300.0,Dine-out,Banashankari,1,1,1
No,No,868,Banashankari,1200.0,Dine-out,Banashankari,6,1,1
Yes,No,324,Banashankari,700.0,Dine-out,Banashankari,3,1,1
Yes,No,787,Banashankari,800.0,Dine-out,Banashankari,3,1,1
Yes,No,504,Banashankari,550.0,Dine-out,Banashankari,5,1,1
Yes,No,402,Banashankari,500.0,Dine-out,Banashankari,1,1,1
Yes,Yes,150,Banashankari,600.0,Dine-out,Banashankari,3,1,1
Yes,Yes,164,Banashankari,500.0,Dine-out,Banashankari,4,1,1
No,No,244,Banashankari,800.0,Dine-out,Banashankari,3,1,1
Yes,No,771,Banashankari,450.0,Dine-out,Banashankari,3,1,1
Yes,No,1647,Banashankari,600.0,Dine-out,Banashankari,3,1,1
No,Yes,808,Banashankari,850.0,Dine-out,Banashankari,2,1,1
No,No,424,Banashankari,450.0,Dine-out,Banashankari,2,1,1
Yes,No,135,Banashankari,800.0,Dine-out,Banashankari,3,1,1
No,No,28,Banashankari,300.0,Dine-out,Banashankari,1,1,1
Yes,No,918,Banashankari,800.0,Dine-out,Banashankari,3,2,1
Yes,No,90,Banashankari,650.0,Dine-out,Banashankari,1,1,1
Yes,No,519,Banashankari,900.0,Dine-out,Banashankari,4,1,1
Yes,No,105,Banashankari,700.0,Dine-out,Banashankari,1,1,0
No,No,43,Banashankari,700.0,Dine-out,Banashankari,2,2,0
No,No,46,Banashankari,400.0,Dine-out,Banashankari,2,2,0
Yes,No,133,Banashankari,800.0,Dine-out,Banashankari,5,1,1
Yes,No,144,Banashankari,700.0,Dine-out,Banashankari,3,1,1
No,No,93,Banashankari,300.0,Dine-out,Banashankari,3,1,1
Yes,No,42,Banashankari,300.0,Dine-out,Banashankari,3,1,1
Yes,No,247,Banashankari,500.0,Dine-out,Banashankari,1,1,0
Yes,No,13,Banashankari,400.0,Dine-out,Banashankari,4,1,0
No,No,39,Banashankari,450.0,Dine-out,Banashankari,2,1,0
Yes,No,62,Banashankari,400.0,Dine-out,Banashankari,3,1,0
Yes,No,160,Banashankari,700.0,Dine-out,Banashankari,2,1,1
No,No,14,Banashankari,200.0,Dine-out,Banashankari,2,1,0
No,No,42,Banashankari,700.0,Dine-out,Banashankari,2,1,1
Yes,No,119,Banashankari,700.0,Dine-out,Banashankari,4,1,0
Yes,No,129,Banashankari,600.0,Dine-out,Banashankari,3,1,0
No,No,62,Banashankari,800.0,Dine-out,Banashankari,3,1,0
Yes,No,24,Banashankari,600.0,Dine-out,Banashankari,2,1,0
No,No,283,Banashankari,600.0,Dine-out,Banashankari,1,1,0
No,No,42,Banashankari,300.0,Dine-out,Banashankari,4,2,0
No,No,10,Banashankari,300.0,Dine-out,Banashankari,2,1,0
No,No,39,Banashankari,950.0,Dine-out,Banashankari,2,1,0
Yes,No,59,Banashankari,750.0,Dine-out,Banashankari,2,1,1
Yes,No,179,Banashankari,600.0,Dine-out,Banashankari,3,1,0
No,No,62,Banashankari,150.0,Dine-out,Banashankari,2,1,1
No,No,6,Banashankari,500.0,Dine-out,Banashankari,1,1,0
No,No,30,Banashankari,1000.0,Dine-out,Banashankari,2,1,0
No,No,10,Banashankari,300.0,Dine-out,Banashankari,2,1,0
No,No,36,Banashankari,500.0,Dine-out,Banashankari,3,1,0
No,No,31,Banashankari,300.0,Dine-out,Banashankari,1,1,0
No,No,11,Banashankari,600.0,Dine-out,Banashankari,2,1,0
No,No,98,Banashankari,800.0,Dine-out,Banashankari,2,1,0
No,No,18,Banashankari,150.0,Dine-out,Banashankari,2,2,0
No,No,10,Banashankari,500.0,Dine-out,Banashankari,3,1,0
No,No,128,Banashankari,850.0,Dine-out,Banashankari,2,1,0
Yes,No,45,Banashankari,800.0,Dine-out,Banashankari,3,1,0
Yes,No,119,Banashankari,400.0,Dine-out,Banashankari,2,1,0
Yes,No,12,Banashankari,150.0,Dine-out,Banashankari,3,2,0
No,No,4,Banashankari,500.0,Dine-out,Banashankari,3,1,0
Yes,No,41,other,400.0,Dine-out,Banashankari,3,1,0
Yes,No,405,Banashankari,750.0,Dine-out,Banashankari,2,1,0
Yes,No,388,Banashankari,650.0,Dine-out,Banashankari,4,1,1
No,No,651,Banashankari,100.0,Dine-out,Banashankari,1,1,1
Yes,No,734,Banashankari,200.0,Dine-out,Banashankari,4,1,1
No,No,21,Banashankari,450.0,Dine-out,Banashankari,1,1,0
No,No,1047,Banashankari,450.0,Dine-out,Banashankari,5,1,1
Yes,No,505,Banashankari,450.0,Dine-out,Banashankari,2,1,1
No,No,55,Banashankari,200.0,Dine-out,Banashankari,2,1,0
Yes,No,264,Banashankari,200.0,Dine-out,Banashankari,1,1,1
Yes,No,133,Banashankari,300.0,Dine-out,Banashankari,3,1,1
Yes,No,286,Banashankari,500.0,Dine-out,Banashankari,2,1,1
No,No,343,Banashankari,100.0,Dine-out,Banashankari,1,1,1
Yes,No,66,Banashankari,150.0,Dine-out,Banashankari,1,1,0
Yes,No,10,Banashankari,100.0,Dine-out,Banashankari,1,1,0
Yes,No,61,Banashankari,300.0,Dine-out,Banashankari,2,1,1
No,No,70,Banashankari,500.0,Dine-out,Banashankari,2,1,1
Yes,No,28,Banashankari,300.0,Dine-out,Banashankari,2,1,0
Yes,No,70,Banashankari,100.0,Dine-out,Banashankari,1,1,1
Yes,No,28,Banashankari,150.0,Dine-out,Banashankari,1,1,1
Yes,No,15,Banashankari,250.0,Dine-out,Banashankari,4,1,0
Yes,No,131,Banashankari,250.0,Dine-out,Banashankari,1,1,1
No,No,19,Banashankari,150.0,Dine-out,Banashankari,1,1,1
Yes,No,237,Banashankari,200.0,Dine-out,Banashankari,2,1,0
Yes,No,6,Banashankari,500.0,Dine-out,Banashankari,2,1,0
Yes,No,201,Banashankari,300.0,Dine-out,Banashankari,4,1,1
Yes,No,506,Banashankari,500.0,Dine-out,Banashankari,4,1,0
No,No,520,Banashankari,300.0,Dine-out,Banashankari,3,1,1
Yes,No,104,Banashankari,300.0,Dine-out,Banashankari,2,1,1
No,No,88,Banashankari,300.0,Dine-out,Banashankari,2,1,0
Yes,No,95,Banashankari,150.0,Dine-out,Banashankari,2,1,0
Yes,No,136,Banashankari,600.0,Dine-out,Banashankari,2,1,0
Yes,No,101,Banashankari,400.0,Dine-out,Banashankari,2,1,1
Yes,No,60,Banashankari,200.0,Dine-out,Banashankari,4,1,1
No,No,88,Banashankari,250.0,Dine-out,Banashankari,1,1,1
No,No,8,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,145,Banashankari,300.0,Dine-out,Banashankari,3,1,0
Yes,No,46,Banashankari,500.0,Dine-out,Banashankari,3,1,0
Yes,No,22,Banashankari,200.0,Dine-out,Banashankari,1,1,0
Yes,No,57,Banashankari,200.0,Dine-out,Banashankari,4,1,1
No,No,189,Banashankari,300.0,Dine-out,Banashankari,1,1,1
No,No,22,Banashankari,500.0,Dine-out,Banashankari,1,1,0
Yes,No,18,Banashankari,250.0,Dine-out,Banashankari,2,1,0
Yes,No,73,Banashankari,400.0,Dine-out,Banashankari,2,1,0
No,No,39,Banashankari,350.0,Dine-out,Banashankari,3,1,1
Yes,No,540,Banashankari,800.0,Dine-out,Banashankari,2,1,1
No,No,71,Banashankari,250.0,Dine-out,Banashankari,2,1,0
Yes,No,24,Banashankari,250.0,Dine-out,Banashankari,3,1,0
No,No,11,Banashankari,300.0,Dine-out,Banashankari,4,1,0
No,No,9,Banashankari,350.0,Dine-out,Banashankari,2,1,0
No,No,12,Banashankari,500.0,Dine-out,Banashankari,2,1,0
Yes,No,120,Banashankari,250.0,Dine-out,Banashankari,3,1,1
Yes,No,82,Banashankari,300.0,Dine-out,Banashankari,4,1,0
Yes,No,88,Banashankari,350.0,Dine-out,Banashankari,4,1,0
Yes,No,17,Banashankari,150.0,Dine-out,Banashankari,1,1,1
Yes,No,87,Banashankari,600.0,Dine-out,Banashankari,2,1,0
Yes,No,14,Banashankari,300.0,Dine-out,Banashankari,1,1,0
No,No,31,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,17,Banashankari,300.0,Dine-out,Banashankari,1,1,0
Yes,No,415,Banashankari,500.0,Dine-out,Banashankari,3,1,1
Yes,No,128,Banashankari,300.0,Dine-out,Banashankari,2,1,0
No,No,94,Banashankari,100.0,Dine-out,Banashankari,1,1,1
No,No,64,Banashankari,250.0,Dine-out,Banashankari,2,1,1
No,No,65,Banashankari,300.0,Dine-out,Banashankari,2,1,0
Yes,No,7,Banashankari,250.0,Dine-out,Banashankari,2,1,0
No,No,5,Banashankari,350.0,Dine-out,Banashankari,1,1,0
No,No,52,Banashankari,300.0,Dine-out,Banashankari,1,1,0
Yes,No,123,Banashankari,200.0,Dine-out,Banashankari,1,1,0
Yes,No,290,Banashankari,450.0,Dine-out,Banashankari,4,1,0
Yes,No,59,Banashankari,200.0,Dine-out,Banashankari,2,1,0
No,No,130,Banashankari,200.0,Dine-out,Banashankari,1,1,0
Yes,No,91,Banashankari,400.0,Dine-out,Banashankari,3,1,0
Yes,No,12,Banashankari,300.0,Dine-out,Banashankari,1,1,0
Yes,No,80,Banashankari,250.0,Dine-out,Banashankari,2,1,0
Yes,No,441,Banashankari,400.0,Dine-out,Banashankari,4,1,1
No,No,10,Banashankari,250.0,Dine-out,Banashankari,1,1,0
No,No,12,Banashankari,100.0,Dine-out,Banashankari,1,1,0
No,No,7,Banashankari,100.0,Dine-out,Banashankari,1,1,0
No,No,8,Banashankari,300.0,Dine-out,Banashankari,4,1,0
No,No,9,Banashankari,300.0,Dine-out,Banashankari,1,1,0
No,No,47,Banashankari,150.0,Dine-out,Banashankari,1,1,0
No,No,29,Banashankari,150.0,Dine-out,Banashankari,1,1,0
Yes,No,66,Banashankari,300.0,Dine-out,Banashankari,1,1,1
Yes,No,28,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,4,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,7,Banashankari,200.0,Dine-out,Banashankari,3,1,0
No,No,5,Banashankari,250.0,Dine-out,Banashankari,2,1,0
No,No,6,Banashankari,100.0,Dine-out,Banashankari,2,1,0
No,No,17,Banashankari,200.0,Dine-out,Banashankari,2,1,0
No,No,27,Banashankari,200.0,Dine-out,Banashankari,2,1,0
No,No,9,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,4,Banashankari,200.0,Dine-out,Banashankari,1,1,0
No,No,21,Banashankari,150.0,Dine-out,Banashankari,2,1,0
No,No,22,Banashankari,300.0,Dine-out,Banashankari,1,1,0
No,No,15,Banashankari,300.0,Dine-out,Banashankari,2,1,0
Yes,No,19,Banashankari,200.0,Dine-out,Banashankari,2,1,0
Yes,No,8,Banashankari,250.0,Dine-out,Banashankari,3,2,0
Yes,No,84,Banashankari,250.0,Dine-out,Banashankari,3,1,0
No,No,42,Banashankari,300.0,Dine-out,Banashankari,2,1,1
Yes,No,213,Banashankari,400.0,Dine-out,Banashankari,5,1,0
Yes,No,11,Banashankari,500.0,Dine-out,Banashankari,1,1,0
Yes,No,58,Banashankari,300.0,Dine-out,Banashankari,4,1,1
No,No,725,Jayanagar,350.0,Dine-out,Banashankari,2,1,1
Yes,No,750,Basavanagudi,500.0,Dine-out,Banashankari,3,1,1
No,No,166,Basavanagudi,600.0,Dine-out,Banashankari,2,1,1
No,No,4460,Basavanagudi,150.0,Dine-out,Banashankari,1,1,1
No,No,153,Basavanagudi,350.0,Dine-out,Banashankari,1,1,1
Yes,No,469,Basavanagudi,750.0,Dine-out,Banashankari,3,1,1
Yes,No,364,Basavanagudi,550.0,Dine-out,Banashankari,6,1,1
Yes,No,286,Basavanagudi,600.0,Dine-out,Banashankari,1,1,1
Yes,No,527,Basavanagudi,500.0,Dine-out,Banashankari,1,1,1
Yes,No,101,Basavanagudi,150.0,Dine-out,Banashankari,1,1,1
Yes,No,558,Basavanagudi,150.0,Dine-out,Banashankari,1,1,1
No,No,94,other,550.0,Dine-out,Banashankari,2,1,1
No,No,148,Basavanagudi,550.0,Dine-out,Banashankari,4,2,1
No,No,377,Basavanagudi,1100.0,Dine-out,Banashankari,3,1,0
No,No,206,Basavanagudi,450.0,Dine-out,Banashankari,2,1,1
Yes,No,5,Basavanagudi,800.0,Dine-out,Banashankari,4,2,0
No,No,100,Basavanagudi,300.0,Dine-out,Banashankari,3,1,1
Yes,No,444,Basavanagudi,100.0,Dine-out,Banashankari,1,1,1
No,No,133,Basavanagudi,650.0,Dine-out,Banashankari,2,1,1
Yes,No,219,Basavanagudi,600.0,Dine-out,Banashankari,2,1,1
No,No,253,Basavanagudi,250.0,Dine-out,Banashankari,1,1,1
No,No,51,Basavanagudi,350.0,Dine-out,Banashankari,4,1,0
No,No,61,Basavanagudi,600.0,Dine-out,Banashankari,5,1,0
Yes,No,155,other,400.0,Dine-out,Banashankari,3,1,1
Yes,No,233,Jayanagar,800.0,Dine-out,Banashankari,4,1,1
Yes,No,264,other,750.0,Dine-out,Banashankari,4,1,0
No,No,66,Basavanagudi,400.0,Dine-out,Banashankari,1,1,1
No,No,238,Basavanagudi,600.0,Dine-out,Banashankari,1,1,1
Yes,No,58,Basavanagudi,150.0,Dine-out,Banashankari,1,1,1
Yes,No,47,Basavanagudi,200.0,Dine-out,Banashankari,1,1,1
Yes,No,155,Basavanagudi,400.0,Dine-out,Banashankari,2,1,0
Yes,No,176,Basavanagudi,800.0,Dine-out,Banashankari,3,1,1
Yes,No,93,Basavanagudi,200.0,Dine-out,Banashankari,1,1,0
No,No,124,Basavanagudi,300.0,Dine-out,Banashankari,4,1,1
Yes,No,275,Basavanagudi,100.0,Dine-out,Banashankari,1,1,1
No,No,254,Basavanagudi,150.0,Dine-out,Banashankari,1,1,1
No,No,177,Basavanagudi,100.0,Dine-out,Banashankari,1,1,1
Yes,No,23,Jayanagar,300.0,Dine-out,Banashankari,7,1,0
Yes,No,132,Basavanagudi,200.0,Dine-out,Banashankari,1,1,1
Yes,No,35,Jayanagar,300.0,Dine-out,Banashankari,2,1,0
Yes,No,74,Basavanagudi,300.0,Dine-out,Banashankari,3,1,1
Yes,No,38,Basavanagudi,200.0,Dine-out,Banashankari,1,1,1
Yes,No,172,other,700.0,Dine-out,Banashankari,2,1,0
Yes,No,4,Basavanagudi,500.0,Dine-out,Banashankari,2,1,0
Yes,No,543,Basavanagudi,300.0,Dine-out,Banashankari,2,1,1
No,No,52,Basavanagudi,300.0,Dine-out,Banashankari,1,1,1
No,No,217,Basavanagudi,450.0,Dine-out,Banashankari,5,1,0
No,No,34,Basavanagudi,750.0,Dine-out,Banashankari,4,1,0
No,No,6,Basavanagudi,300.0,Dine-out,Banashankari,2,1,0
Yes,No,15,Basavanagudi,100.0,Dine-out,Banashankari,1,1,0
No,No,111,Basavanagudi,700.0,Dine-out,Banashankari,3,1,1
Yes,No,133,Basavanagudi,200.0,Dine-out,Banashankari,2,1,1
No,No,39,Jayanagar,250.0,Dine-out,Banashankari,2,1,1
No,No,64,Basavanagudi,200.0,Dine-out,Banashankari,1,1,1
No,No,16,other,300.0,Dine-out,Banashankari,1,1,0
Yes,No,25,Basavanagudi,350.0,Dine-out,Banashankari,3,1,1
No,No,8,other,800.0,Dine-out,Banashankari,4,1,0
No,No,6,Basavanagudi,450.0,Dine-out,Banashankari,3,1,0
No,No,14,Jayanagar,250.0,Dine-out,Banashankari,1,1,0
No,No,46,Basavanagudi,450.0,Dine-out,Banashankari,4,1,0
No,No,148,Basavanagudi,150.0,Dine-out,Banashankari,2,1,1
Yes,No,21,other,300.0,Dine-out,Banashankari,1,1,0
No,No,55,other,300.0,Dine-out,Banashankari,4,1,1
Yes,No,67,other,700.0,Dine-out,Banashankari,1,1,0
Yes,No,31,other,300.0,Dine-out,Banashankari,2,1,0
No,No,4,Jayanagar,250.0,Dine-out,Banashankari,1,1,0
No,No,4,Basavanagudi,100.0,Dine-out,Banashankari,2,1,0
No,No,26,Basavanagudi,300.0,Dine-out,Banashankari,2,1,1
Yes,No,57,Basavanagudi,200.0,Dine-out,Banashankari,4,1,0
Yes,No,71,Basavanagudi,600.0,Dine-out,Banashankari,3,1,0
No,No,22,Basavanagudi,150.0,Dine-out,Banashankari,2,1,0
No,No,8,other,150.0,Dine-out,Banashankari,1,1,0
Yes,No,11,Basavanagudi,150.0,Dine-out,Banashankari,2,1,0
Yes,No,17,Basavanagudi,300.0,Dine-out,Banashankari,2,1,0
No,Yes,977,Banashankari,1300.0,Drinks & nightlife,Banashankari,1,1,1
No,No,868,Banashankari,1200.0,Drinks & nightlife,Banashankari,6,1,1
No,No,43,Banashankari,700.0,Drinks & nightlife,Banashankari,2,2,0
No,No,62,Banashankari,800.0,Drinks & nightlife,Banashankari,3,1,0
No,No,30,Banashankari,1000.0,Drinks & nightlife,Banashankari,2,1,0
No,No,98,Banashankari,800.0,Drinks & nightlife,Banashankari,2,1,0
No,No,377,Basavanagudi,1100.0,Drinks & nightlife,Banashankari,3,1,0
Yes,Yes,2487,Bannerghatta Road,900.0,Buffet,Bannerghatta Road,2,1,1
Yes,Yes,1964,Bannerghatta Road,1000.0,Buffet,Bannerghatta Road,8,1,1
Yes,No,3178,Bannerghatta Road,750.0,Buffet,Bannerghatta Road,4,1,1
Yes,No,455,Bannerghatta Road,550.0,Buffet,Bannerghatta Road,4,1,0
No,No,19,Bannerghatta Road,800.0,Buffet,Bannerghatta Road,4,1,0
No,Yes,3845,JP Nagar,1600.0,Buffet,Bannerghatta Road,5,1,1
No,No,353,JP Nagar,1200.0,Buffet,Bannerghatta Road,2,1,1
No,Yes,1234,JP Nagar,800.0,Buffet,Bannerghatta Road,3,1,1
Yes,Yes,1538,JP Nagar,1000.0,Buffet,Bannerghatta Road,5,1,1
No,Yes,49,JP Nagar,900.0,Buffet,Bannerghatta Road,3,1,1
Yes,Yes,756,JP Nagar,1000.0,Buffet,Bannerghatta Road,1,1,1
Yes,Yes,347,JP Nagar,1000.0,Buffet,Bannerghatta Road,5,1,1
No,Yes,165,JP Nagar,1000.0,Buffet,Bannerghatta Road,4,1,1
No,No,177,JP Nagar,950.0,Buffet,Bannerghatta Road,3,1,0
No,No,43,JP Nagar,1000.0,Buffet,Bannerghatta Road,4,1,0
Yes,No,102,BTM,600.0,Buffet,Bannerghatta Road,3,1,0
Yes,No,54,Bannerghatta Road,500.0,Cafes,Bannerghatta Road,4,1,1
No,Yes,200,Bannerghatta Road,700.0,Cafes,Bannerghatta Road,2,1,1
Yes,No,102,Bannerghatta Road,450.0,Cafes,Bannerghatta Road,3,1,1
Yes,No,171,Bannerghatta Road,300.0,Cafes,Bannerghatta Road,1,1,0
Yes,No,37,Bannerghatta Road,400.0,Cafes,Bannerghatta Road,2,1,0
Yes,No,40,Bannerghatta Road,400.0,Cafes,Bannerghatta Road,4,1,1
No,No,125,Bannerghatta Road,500.0,Cafes,Bannerghatta Road,7,1,1
Yes,No,49,Bannerghatta Road,600.0,Cafes,Bannerghatta Road,1,1,1
No,No,19,Bannerghatta Road,900.0,Cafes,Bannerghatta Road,2,1,0
No,No,69,Bannerghatta Road,700.0,Cafes,Bannerghatta Road,2,2,1
No,No,52,Bannerghatta Road,700.0,Cafes,Bannerghatta Road,2,1,1
Yes,No,18,Bannerghatta Road,900.0,Cafes,Bannerghatta Road,3,1,0
No,No,78,Bannerghatta Road,350.0,Cafes,Bannerghatta Road,1,1,1
No,Yes,39,Bannerghatta Road,800.0,Cafes,Bannerghatta Road,4,2,0
Yes,No,48,Bannerghatta Road,650.0,Cafes,Bannerghatta Road,5,2,0
No,No,13,Bannerghatta Road,700.0,Cafes,Bannerghatta Road,1,1,0
No,No,14,Bannerghatta Road,700.0,Cafes,Bannerghatta Road,5,2,0
No,No,9,Bannerghatta Road,400.0,Cafes,Bannerghatta Road,3,1,0
Yes,No,46,JP Nagar,600.0,Cafes,Bannerghatta Road,3,1,1
No,No,129,JP Nagar,600.0,Cafes,Bannerghatta Road,2,1,1
Yes,Yes,727,JP Nagar,800.0,Cafes,Bannerghatta Road,3,1,1
No,No,521,JP Nagar,550.0,Cafes,Bannerghatta Road,3,1,1
Yes,No,203,JP Nagar,650.0,Cafes,Bannerghatta Road,3,2,1
Yes,Yes,4381,JP Nagar,600.0,Cafes,Bannerghatta Road,3,2,1
Yes,No,131,JP Nagar,400.0,Cafes,Bannerghatta Road,5,1,0
No,No,34,JP Nagar,500.0,Cafes,Bannerghatta Road,3,1,0
Yes,No,46,JP Nagar,450.0,Cafes,Bannerghatta Road,5,1,0
Yes,No,10,JP Nagar,500.0,Cafes,Bannerghatta Road,5,1,0
Yes,No,18,JP Nagar,500.0,Cafes,Bannerghatta Road,6,1,0
No,No,48,JP Nagar,550.0,Cafes,Bannerghatta Road,2,1,0
No,No,6,JP Nagar,600.0,Cafes,Bannerghatta Road,2,1,0
Yes,No,127,JP Nagar,700.0,Cafes,Bannerghatta Road,3,1,0
Yes,No,85,JP Nagar,500.0,Cafes,Bannerghatta Road,4,1,0
No,No,11,BTM,500.0,Cafes,Bannerghatta Road,2,1,0
Yes,No,1178,BTM,500.0,Delivery,Bannerghatta Road,6,1,1
Yes,No,335,BTM,800.0,Delivery,Bannerghatta Road,3,1,0
Yes,No,254,BTM,800.0,Delivery,Bannerghatta Road,2,1,1
Yes,No,21,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,4,1,0
Yes,No,20,JP Nagar,400.0,Delivery,Bannerghatta Road,2,1,1
Yes,No,63,JP Nagar,300.0,Delivery,Bannerghatta Road,2,2,1
Yes,No,244,BTM,400.0,Delivery,Bannerghatta Road,2,1,1
Yes,No,9,JP Nagar,400.0,Delivery,Bannerghatta Road,2,2,0
