online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
No,Yes,1058,Rajajinagar,1650.0,Pubs and bars,Malleshwaram,5,2,1
No,No,3960,other,1300.0,Pubs and bars,Malleshwaram,3,2,1
No,Yes,167,other,1400.0,Pubs and bars,Malleshwaram,1,2,1
No,No,2,other,1100.0,Pubs and bars,Malleshwaram,1,2,0
No,No,7,other,700.0,Pubs and bars,Malleshwaram,3,1,0
No,Yes,764,Marathahalli,2500.0,Buffet,Marathahalli,4,1,1
Yes,Yes,5894,Marathahalli,1400.0,Buffet,Marathahalli,4,2,1
No,Yes,730,Marathahalli,1500.0,Buffet,Marathahalli,4,2,1
No,Yes,7284,Marathahalli,1500.0,Buffet,Marathahalli,4,2,1
No,Yes,12121,Marathahalli,1600.0,Buffet,Marathahalli,4,1,1
No,Yes,3932,Marathahalli,1300.0,Buffet,Marathahalli,4,1,1
No,Yes,7154,Marathahalli,1400.0,Buffet,Marathahalli,4,1,1
No,Yes,1909,Marathahalli,1100.0,Buffet,Marathahalli,4,2,1
No,Yes,3486,Marathahalli,1300.0,Buffet,Marathahalli,3,1,1
Yes,Yes,1184,Marathahalli,1200.0,Buffet,Marathahalli,4,2,1
No,Yes,785,Marathahalli,2700.0,Buffet,Marathahalli,4,1,1
No,No,1370,Marathahalli,1000.0,Buffet,Marathahalli,5,1,1
No,Yes,1074,Marathahalli,1600.0,Buffet,Marathahalli,5,1,1
No,Yes,362,Marathahalli,1500.0,Buffet,Marathahalli,4,2,1
No,Yes,866,Marathahalli,1500.0,Buffet,Marathahalli,3,2,1
Yes,Yes,344,Marathahalli,1700.0,Buffet,Marathahalli,5,1,1
No,Yes,213,Marathahalli,1300.0,Buffet,Marathahalli,2,1,1
No,No,8,Marathahalli,600.0,Buffet,Marathahalli,2,1,0
No,Yes,28,Marathahalli,1200.0,Buffet,Marathahalli,4,1,1
Yes,No,94,Marathahalli,750.0,Buffet,Marathahalli,3,1,1
No,No,63,Marathahalli,1000.0,Buffet,Marathahalli,3,1,1
Yes,No,34,Marathahalli,800.0,Buffet,Marathahalli,3,1,0
No,Yes,32,Marathahalli,1200.0,Buffet,Marathahalli,8,1,0
No,Yes,62,Marathahalli,1000.0,Buffet,Marathahalli,3,2,0
No,No,118,Marathahalli,1200.0,Buffet,Marathahalli,2,2,0
Yes,Yes,978,Brookefield,600.0,Buffet,Marathahalli,3,2,1
Yes,Yes,841,Brookefield,700.0,Buffet,Marathahalli,6,1,1
Yes,Yes,832,Brookefield,750.0,Buffet,Marathahalli,1,2,1
No,No,161,Whitefield,1200.0,Buffet,Marathahalli,3,2,0
No,No,32,Whitefield,1000.0,Buffet,Marathahalli,4,1,0
No,No,51,Whitefield,600.0,Buffet,Marathahalli,3,1,0
No,Yes,72,Brookefield,400.0,Cafes,Marathahalli,3,2,1
Yes,Yes,2906,Marathahalli,600.0,Cafes,Marathahalli,3,2,1
No,No,90,Marathahalli,700.0,Cafes,Marathahalli,2,1,1
No,No,11,Marathahalli,150.0,Cafes,Marathahalli,3,1,0
No,No,47,Marathahalli,600.0,Cafes,Marathahalli,1,1,0
Yes,No,67,Marathahalli,300.0,Cafes,Marathahalli,3,1,0
No,No,94,Marathahalli,700.0,Cafes,Marathahalli,5,1,0
Yes,No,85,Marathahalli,400.0,Cafes,Marathahalli,3,1,1
Yes,No,97,Marathahalli,650.0,Cafes,Marathahalli,1,1,0
No,No,22,Marathahalli,500.0,Cafes,Marathahalli,1,1,0
Yes,No,5,Marathahalli,250.0,Cafes,Marathahalli,3,2,0
No,No,14,Marathahalli,500.0,Cafes,Marathahalli,2,1,0
Yes,No,39,Marathahalli,250.0,Cafes,Marathahalli,3,1,0
No,No,23,Marathahalli,400.0,Cafes,Marathahalli,4,1,0
No,No,9,Marathahalli,1000.0,Cafes,Marathahalli,6,1,0
No,No,59,Marathahalli,600.0,Cafes,Marathahalli,4,1,0
No,No,4,Marathahalli,300.0,Cafes,Marathahalli,3,1,0
No,No,40,Marathahalli,400.0,Cafes,Marathahalli,2,2,0
Yes,No,825,Brookefield,300.0,Cafes,Marathahalli,2,1,1
Yes,Yes,137,Brookefield,600.0,Cafes,Marathahalli,7,1,1
Yes,Yes,503,Brookefield,500.0,Cafes,Marathahalli,2,1,0
No,No,80,Brookefield,500.0,Cafes,Marathahalli,1,1,1
No,No,707,Brookefield,600.0,Cafes,Marathahalli,4,1,1
Yes,No,119,Marathahalli,300.0,Delivery,Marathahalli,3,2,0
Yes,No,55,other,300.0,Delivery,Marathahalli,2,2,1
Yes,No,48,other,300.0,Delivery,Marathahalli,2,2,1
Yes,No,16,other,400.0,Delivery,Marathahalli,2,2,0
Yes,No,174,other,400.0,Delivery,Marathahalli,7,2,0
Yes,No,604,Marathahalli,700.0,Delivery,Marathahalli,3,1,1
Yes,No,373,Brookefield,600.0,Delivery,Marathahalli,2,1,1
Yes,No,279,other,400.0,Delivery,Marathahalli,8,2,0
Yes,No,151,other,450.0,Delivery,Marathahalli,3,1,0
Yes,No,798,Marathahalli,450.0,Delivery,Marathahalli,4,1,1
Yes,No,84,other,250.0,Delivery,Marathahalli,3,2,1
Yes,No,295,Marathahalli,500.0,Delivery,Marathahalli,2,1,0
Yes,Yes,841,Brookefield,700.0,Delivery,Marathahalli,6,1,1
Yes,No,14,other,400.0,Delivery,Marathahalli,1,2,0
Yes,No,15,Whitefield,300.0,Delivery,Marathahalli,2,1,0
Yes,No,157,Marathahalli,300.0,Delivery,Marathahalli,4,1,1
Yes,No,23,other,400.0,Delivery,Marathahalli,2,2,0
Yes,No,135,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
Yes,No,69,Brookefield,850.0,Delivery,Marathahalli,3,1,0
Yes,No,9,Whitefield,300.0,Delivery,Marathahalli,2,2,0
Yes,No,8,Marathahalli,500.0,Delivery,Marathahalli,1,2,0
Yes,No,38,Marathahalli,700.0,Delivery,Marathahalli,3,1,0
Yes,No,13,Marathahalli,500.0,Delivery,Marathahalli,3,1,0
Yes,No,61,Marathahalli,500.0,Delivery,Marathahalli,5,1,1
Yes,No,759,Marathahalli,500.0,Delivery,Marathahalli,4,1,1
Yes,No,15,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
Yes,No,68,Marathahalli,400.0,Delivery,Marathahalli,3,1,0
Yes,No,8,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
Yes,No,97,Marathahalli,650.0,Delivery,Marathahalli,1,1,0
Yes,No,70,Brookefield,400.0,Delivery,Marathahalli,2,1,1
Yes,No,20,other,200.0,Delivery,Marathahalli,2,2,1
Yes,No,5,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,No,84,Whitefield,300.0,Delivery,Marathahalli,2,1,0
Yes,No,17,other,150.0,Delivery,Marathahalli,3,2,0
Yes,No,19,Marathahalli,250.0,Delivery,Marathahalli,1,2,0
Yes,No,64,Whitefield,600.0,Delivery,Marathahalli,4,2,0
Yes,No,163,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
Yes,No,103,Marathahalli,600.0,Delivery,Marathahalli,3,1,0
Yes,No,419,Whitefield,500.0,Delivery,Marathahalli,2,1,0
Yes,No,17,other,250.0,Delivery,Marathahalli,1,2,1
Yes,No,4,Marathahalli,450.0,Delivery,Marathahalli,2,1,0
Yes,No,234,other,650.0,Delivery,Marathahalli,1,1,1
Yes,No,242,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,Yes,1810,Marathahalli,800.0,Delivery,Marathahalli,2,1,1
Yes,No,313,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,No,226,Brookefield,400.0,Delivery,Marathahalli,2,1,1
Yes,No,15,Marathahalli,450.0,Delivery,Marathahalli,4,1,0
Yes,No,172,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,106,Marathahalli,400.0,Delivery,Marathahalli,4,1,0
Yes,No,15,Marathahalli,600.0,Delivery,Marathahalli,3,2,0
Yes,No,220,Marathahalli,450.0,Delivery,Marathahalli,1,1,0
Yes,No,348,Marathahalli,1000.0,Delivery,Marathahalli,5,1,0
Yes,No,39,Marathahalli,450.0,Delivery,Marathahalli,3,1,0
Yes,No,14,Whitefield,400.0,Delivery,Marathahalli,1,1,0
Yes,Yes,153,Marathahalli,800.0,Delivery,Marathahalli,2,1,0
Yes,No,8,Whitefield,400.0,Delivery,Marathahalli,1,1,0
Yes,No,8,Whitefield,500.0,Delivery,Marathahalli,1,1,0
Yes,No,31,Marathahalli,650.0,Delivery,Marathahalli,2,1,0
Yes,No,71,Marathahalli,500.0,Delivery,Marathahalli,3,1,0
Yes,No,16,Bellandur,250.0,Delivery,Marathahalli,5,1,0
Yes,No,401,Brookefield,500.0,Delivery,Marathahalli,5,1,0
Yes,No,21,Marathahalli,450.0,Delivery,Marathahalli,2,1,0
Yes,No,173,Marathahalli,400.0,Delivery,Marathahalli,1,1,1
Yes,No,94,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
Yes,No,94,Marathahalli,250.0,Delivery,Marathahalli,2,1,1
Yes,No,88,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
Yes,No,8,Marathahalli,250.0,Delivery,Marathahalli,2,1,0
Yes,No,40,Marathahalli,500.0,Delivery,Marathahalli,3,1,0
Yes,No,4,Whitefield,400.0,Delivery,Marathahalli,1,1,0
Yes,No,53,Whitefield,350.0,Delivery,Marathahalli,1,1,0
Yes,No,21,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,121,Marathahalli,400.0,Delivery,Marathahalli,2,2,1
Yes,No,97,Marathahalli,400.0,Delivery,Marathahalli,3,1,1
Yes,No,159,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
Yes,No,75,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
Yes,No,69,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
Yes,No,346,Marathahalli,700.0,Delivery,Marathahalli,4,1,0
Yes,No,5,Marathahalli,600.0,Delivery,Marathahalli,4,1,0
Yes,No,312,Marathahalli,150.0,Delivery,Marathahalli,1,1,1
Yes,No,16,other,200.0,Delivery,Marathahalli,1,2,0
Yes,No,155,Marathahalli,600.0,Delivery,Marathahalli,3,1,0
Yes,No,1994,Marathahalli,800.0,Delivery,Marathahalli,4,1,1
Yes,No,76,Marathahalli,400.0,Delivery,Marathahalli,3,1,0
Yes,No,12,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,No,228,Marathahalli,250.0,Delivery,Marathahalli,3,1,0
Yes,No,217,Marathahalli,650.0,Delivery,Marathahalli,5,1,0
No,No,86,Marathahalli,300.0,Delivery,Marathahalli,3,2,0
Yes,No,71,Marathahalli,250.0,Delivery,Marathahalli,2,2,0
Yes,No,24,Bellandur,600.0,Delivery,Marathahalli,3,1,0
Yes,No,7,Whitefield,600.0,Delivery,Marathahalli,1,1,0
Yes,No,8,Whitefield,500.0,Delivery,Marathahalli,2,1,0
Yes,No,25,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,519,Marathahalli,500.0,Delivery,Marathahalli,3,1,1
Yes,No,22,Marathahalli,500.0,Delivery,Marathahalli,3,2,0
Yes,No,174,Marathahalli,350.0,Delivery,Marathahalli,4,1,1
No,Yes,1459,Marathahalli,800.0,Delivery,Marathahalli,4,2,1
Yes,No,71,Marathahalli,200.0,Delivery,Marathahalli,5,1,1
Yes,No,23,other,500.0,Delivery,Marathahalli,2,1,1
No,Yes,53,Marathahalli,1400.0,Delivery,Marathahalli,4,1,1
Yes,No,571,Brookefield,500.0,Delivery,Marathahalli,3,2,1
Yes,Yes,99,Marathahalli,1100.0,Delivery,Marathahalli,3,2,1
No,No,16,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
Yes,No,184,Marathahalli,350.0,Delivery,Marathahalli,3,1,0
No,No,96,Marathahalli,650.0,Delivery,Marathahalli,2,1,1
Yes,No,403,Whitefield,400.0,Delivery,Marathahalli,1,1,1
Yes,Yes,441,Whitefield,1400.0,Delivery,Marathahalli,4,2,1
Yes,No,494,Marathahalli,700.0,Delivery,Marathahalli,4,1,0
Yes,No,115,Marathahalli,300.0,Delivery,Marathahalli,3,2,0
No,No,18,Marathahalli,500.0,Delivery,Marathahalli,2,1,0
No,Yes,88,Marathahalli,800.0,Delivery,Marathahalli,8,1,0
Yes,No,28,Marathahalli,200.0,Delivery,Marathahalli,2,1,1
Yes,No,49,Marathahalli,600.0,Delivery,Marathahalli,2,1,1
No,No,10,Marathahalli,500.0,Delivery,Marathahalli,1,2,0
No,Yes,444,Marathahalli,900.0,Delivery,Marathahalli,1,1,0
Yes,No,15,Brookefield,500.0,Delivery,Marathahalli,2,1,0
Yes,No,3367,Marathahalli,600.0,Delivery,Marathahalli,4,1,1
Yes,No,326,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
Yes,No,132,other,450.0,Delivery,Marathahalli,8,1,0
Yes,No,236,Marathahalli,300.0,Delivery,Marathahalli,3,1,1
Yes,No,93,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
Yes,No,49,Brookefield,300.0,Delivery,Marathahalli,2,2,1
Yes,No,39,other,400.0,Delivery,Marathahalli,3,1,0
No,No,412,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
No,No,259,Marathahalli,800.0,Delivery,Marathahalli,4,1,0
No,No,111,Marathahalli,600.0,Delivery,Marathahalli,2,1,1
Yes,No,115,Brookefield,800.0,Delivery,Marathahalli,5,1,1
Yes,No,802,Brookefield,400.0,Delivery,Marathahalli,5,1,0
No,No,32,Marathahalli,450.0,Delivery,Marathahalli,4,1,0
Yes,No,244,Marathahalli,200.0,Delivery,Marathahalli,4,1,1
No,No,8,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
Yes,No,195,Whitefield,300.0,Delivery,Marathahalli,2,1,1
No,No,36,Marathahalli,1100.0,Delivery,Marathahalli,4,2,1
Yes,No,671,Marathahalli,450.0,Delivery,Marathahalli,4,1,1
Yes,No,422,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,159,Brookefield,450.0,Delivery,Marathahalli,3,1,0
Yes,No,907,Whitefield,400.0,Delivery,Marathahalli,1,1,1
Yes,No,11,other,250.0,Delivery,Marathahalli,1,1,0
Yes,No,38,other,200.0,Delivery,Marathahalli,4,2,1
Yes,No,49,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
No,No,8,Marathahalli,350.0,Delivery,Marathahalli,2,1,0
No,No,9,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
Yes,No,337,Marathahalli,200.0,Delivery,Marathahalli,5,2,1
No,No,131,Marathahalli,500.0,Delivery,Marathahalli,3,2,0
No,No,28,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
No,No,46,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
No,No,123,Marathahalli,200.0,Delivery,Marathahalli,1,1,1
Yes,No,223,other,700.0,Delivery,Marathahalli,4,1,1
No,No,48,Marathahalli,500.0,Delivery,Marathahalli,6,2,0
Yes,No,37,other,200.0,Delivery,Marathahalli,2,2,1
No,No,87,Marathahalli,650.0,Delivery,Marathahalli,2,1,0
No,No,15,Marathahalli,400.0,Delivery,Marathahalli,2,2,1
Yes,No,541,Old Airport Road,600.0,Delivery,Marathahalli,2,1,1
Yes,No,9,Marathahalli,300.0,Delivery,Marathahalli,2,2,0
Yes,No,971,Marathahalli,400.0,Delivery,Marathahalli,2,1,1
Yes,No,24,Whitefield,200.0,Delivery,Marathahalli,2,1,0
No,No,63,Marathahalli,1000.0,Delivery,Marathahalli,3,1,1
No,No,4,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,51,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
Yes,No,287,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
Yes,No,16,Brookefield,300.0,Delivery,Marathahalli,1,1,0
Yes,No,509,Whitefield,400.0,Delivery,Marathahalli,2,1,1
No,No,11,Marathahalli,800.0,Delivery,Marathahalli,5,1,0
No,No,4,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,39,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,59,Marathahalli,600.0,Delivery,Marathahalli,4,1,0
No,No,29,Marathahalli,450.0,Delivery,Marathahalli,1,1,1
No,No,60,Marathahalli,800.0,Delivery,Marathahalli,1,1,1
No,No,17,Marathahalli,500.0,Delivery,Marathahalli,2,1,1
No,No,41,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
Yes,No,49,Marathahalli,600.0,Delivery,Marathahalli,1,1,1
No,No,8,Marathahalli,450.0,Delivery,Marathahalli,4,1,0
No,No,25,Marathahalli,600.0,Delivery,Marathahalli,1,1,0
No,No,17,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,5,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,17,other,500.0,Delivery,Marathahalli,3,1,0
No,No,59,Marathahalli,550.0,Delivery,Marathahalli,2,1,0
Yes,No,74,Marathahalli,800.0,Delivery,Marathahalli,1,1,1
Yes,No,85,Marathahalli,400.0,Delivery,Marathahalli,3,1,1
Yes,No,27,Marathahalli,150.0,Delivery,Marathahalli,3,1,1
Yes,No,12,Marathahalli,500.0,Delivery,Marathahalli,3,2,0
No,No,23,Marathahalli,250.0,Delivery,Marathahalli,2,2,0
No,No,6,Marathahalli,350.0,Delivery,Marathahalli,2,1,0
No,No,12,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
No,No,7,Marathahalli,250.0,Delivery,Marathahalli,2,1,0
Yes,No,8,Marathahalli,500.0,Delivery,Marathahalli,5,1,0
Yes,No,113,Whitefield,200.0,Delivery,Marathahalli,2,1,0
No,No,34,Marathahalli,500.0,Delivery,Marathahalli,2,2,0
No,No,14,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
No,No,33,Marathahalli,800.0,Delivery,Marathahalli,2,2,1
Yes,No,38,Marathahalli,250.0,Delivery,Marathahalli,2,1,1
No,No,20,Marathahalli,700.0,Delivery,Marathahalli,2,1,0
No,No,690,Marathahalli,1000.0,Delivery,Marathahalli,2,1,1
No,Yes,62,Marathahalli,1000.0,Delivery,Marathahalli,3,2,0
No,No,7,Marathahalli,350.0,Delivery,Marathahalli,1,1,0
No,No,13,Marathahalli,500.0,Delivery,Marathahalli,2,1,0
No,No,25,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
Yes,No,34,Marathahalli,300.0,Delivery,Marathahalli,3,2,1
No,No,14,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
No,No,342,Marathahalli,500.0,Delivery,Marathahalli,2,1,0
Yes,No,47,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
No,No,26,Marathahalli,450.0,Delivery,Marathahalli,4,1,0
No,No,16,Marathahalli,250.0,Delivery,Marathahalli,2,1,0
No,No,23,Marathahalli,400.0,Delivery,Marathahalli,4,1,0
No,No,4,Marathahalli,400.0,Delivery,Marathahalli,1,2,0
No,No,58,Marathahalli,900.0,Delivery,Marathahalli,3,1,0
No,No,19,Marathahalli,500.0,Delivery,Marathahalli,3,1,0
No,No,14,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
No,No,23,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
Yes,Yes,2906,Marathahalli,600.0,Delivery,Marathahalli,3,2,1
No,No,15,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
No,No,48,Marathahalli,250.0,Delivery,Marathahalli,2,1,0
No,No,6,Marathahalli,350.0,Delivery,Marathahalli,2,1,0
No,No,56,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
No,No,4,Marathahalli,400.0,Delivery,Marathahalli,3,1,0
No,No,4,Marathahalli,250.0,Delivery,Marathahalli,1,1,0
No,No,10,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
No,No,7,Marathahalli,500.0,Delivery,Marathahalli,1,1,0
No,No,27,Marathahalli,550.0,Delivery,Marathahalli,3,1,0
No,No,20,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,8,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
No,No,10,Brookefield,500.0,Delivery,Marathahalli,2,1,0
Yes,No,22,Marathahalli,200.0,Delivery,Marathahalli,1,2,0
No,No,4,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
No,No,40,Marathahalli,400.0,Delivery,Marathahalli,2,2,0
No,No,10,Marathahalli,500.0,Delivery,Marathahalli,2,1,0
No,No,28,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
No,No,10,Marathahalli,600.0,Delivery,Marathahalli,2,2,0
No,No,203,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,4,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
No,No,6,Marathahalli,400.0,Delivery,Marathahalli,1,2,0
No,No,56,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
No,No,7,Marathahalli,200.0,Delivery,Marathahalli,2,2,0
No,No,10,Marathahalli,400.0,Delivery,Marathahalli,3,1,0
No,No,4,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
No,No,5,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,11,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
No,No,10,Marathahalli,700.0,Delivery,Marathahalli,2,1,0
No,No,7,Marathahalli,150.0,Delivery,Marathahalli,2,2,0
No,No,6,Marathahalli,400.0,Delivery,Marathahalli,4,1,0
No,No,11,Marathahalli,300.0,Delivery,Marathahalli,1,1,0
No,No,7,Marathahalli,250.0,Delivery,Marathahalli,2,1,0
No,No,4,Marathahalli,1000.0,Delivery,Marathahalli,2,1,0
No,No,7,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
No,No,37,Marathahalli,400.0,Delivery,Marathahalli,4,1,0
No,No,6,Marathahalli,200.0,Delivery,Marathahalli,1,1,0
Yes,No,96,Marathahalli,500.0,Delivery,Marathahalli,3,1,1
Yes,No,183,Brookefield,550.0,Delivery,Marathahalli,5,2,1
Yes,Yes,5894,Marathahalli,1400.0,Delivery,Marathahalli,4,2,1
Yes,No,129,other,300.0,Delivery,Marathahalli,6,2,0
Yes,No,73,Brookefield,200.0,Delivery,Marathahalli,1,1,1
Yes,No,50,Whitefield,300.0,Delivery,Marathahalli,3,1,0
Yes,No,308,other,500.0,Delivery,Marathahalli,4,1,1
Yes,No,220,Marathahalli,300.0,Delivery,Marathahalli,1,1,1
No,No,78,Marathahalli,350.0,Delivery,Marathahalli,2,1,1
Yes,Yes,3004,Marathahalli,1300.0,Delivery,Marathahalli,4,2,1
Yes,No,221,other,250.0,Delivery,Marathahalli,2,1,1
Yes,No,536,Marathahalli,450.0,Delivery,Marathahalli,2,1,1
Yes,No,25,other,400.0,Delivery,Marathahalli,3,2,0
Yes,No,250,Brookefield,400.0,Delivery,Marathahalli,3,1,0
Yes,No,83,Marathahalli,600.0,Delivery,Marathahalli,3,1,0
No,No,10,Marathahalli,300.0,Delivery,Marathahalli,2,2,0
Yes,No,66,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
No,No,45,Marathahalli,400.0,Delivery,Marathahalli,2,1,0
Yes,No,772,Marathahalli,1000.0,Delivery,Marathahalli,2,1,1
Yes,No,30,Marathahalli,400.0,Delivery,Marathahalli,1,1,0
Yes,No,40,Marathahalli,150.0,Delivery,Marathahalli,2,1,1
Yes,Yes,341,Brookefield,600.0,Delivery,Marathahalli,6,1,1
Yes,Yes,592,Whitefield,1000.0,Delivery,Marathahalli,2,1,1
Yes,No,632,Marathahalli,300.0,Delivery,Marathahalli,2,1,1
Yes,No,143,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,Yes,345,Marathahalli,800.0,Delivery,Marathahalli,4,1,1
Yes,No,19,other,150.0,Delivery,Marathahalli,1,1,0
No,No,110,Marathahalli,600.0,Delivery,Marathahalli,2,1,0
Yes,No,543,Marathahalli,400.0,Delivery,Marathahalli,5,1,0
Yes,Yes,364,Whitefield,700.0,Delivery,Marathahalli,3,1,1
Yes,No,17,Marathahalli,450.0,Delivery,Marathahalli,2,1,0
Yes,No,932,Whitefield,700.0,Delivery,Marathahalli,2,1,1
Yes,No,461,Marathahalli,400.0,Delivery,Marathahalli,2,1,1
Yes,No,6,Whitefield,300.0,Delivery,Marathahalli,1,1,0
Yes,Yes,1752,Whitefield,1400.0,Delivery,Marathahalli,6,1,1
Yes,Yes,751,Whitefield,900.0,Delivery,Marathahalli,8,2,1
Yes,No,741,Whitefield,750.0,Delivery,Marathahalli,2,1,1
Yes,No,40,Marathahalli,500.0,Delivery,Marathahalli,3,1,0
Yes,Yes,914,Marathahalli,750.0,Delivery,Marathahalli,6,1,1
Yes,No,314,other,400.0,Delivery,Marathahalli,5,1,1
Yes,Yes,503,Brookefield,500.0,Delivery,Marathahalli,2,1,0
Yes,No,231,Marathahalli,500.0,Delivery,Marathahalli,4,1,0
Yes,No,284,Marathahalli,750.0,Delivery,Marathahalli,2,1,1
Yes,No,178,other,200.0,Delivery,Marathahalli,1,1,0
Yes,Yes,231,Marathahalli,800.0,Delivery,Marathahalli,4,1,1
Yes,No,135,Whitefield,700.0,Delivery,Marathahalli,2,1,1
Yes,No,105,Marathahalli,300.0,Delivery,Marathahalli,1,1,1
Yes,No,131,Marathahalli,600.0,Delivery,Marathahalli,1,1,0
Yes,No,198,Brookefield,300.0,Delivery,Marathahalli,3,1,1
Yes,No,20,Marathahalli,200.0,Delivery,Marathahalli,2,1,0
Yes,No,39,Marathahalli,250.0,Delivery,Marathahalli,3,1,0
Yes,Yes,271,Brookefield,1500.0,Delivery,Marathahalli,3,2,0
Yes,Yes,3113,Marathahalli,1500.0,Delivery,Marathahalli,2,2,1
Yes,No,671,Marathahalli,450.0,Delivery,Marathahalli,6,1,1
Yes,No,11,Brookefield,400.0,Delivery,Marathahalli,3,1,0
Yes,No,14,Marathahalli,200.0,Delivery,Marathahalli,2,1,0
Yes,No,354,Whitefield,700.0,Delivery,Marathahalli,2,1,0
Yes,No,58,Marathahalli,300.0,Delivery,Marathahalli,1,2,0
Yes,No,133,Marathahalli,600.0,Delivery,Marathahalli,3,1,0
Yes,No,426,Marathahalli,1000.0,Delivery,Marathahalli,1,1,1
Yes,No,93,other,350.0,Delivery,Marathahalli,3,1,0
Yes,No,1053,Whitefield,500.0,Delivery,Marathahalli,5,1,1
Yes,No,13,Marathahalli,450.0,Delivery,Marathahalli,4,1,0
Yes,No,22,Marathahalli,300.0,Delivery,Marathahalli,3,1,0
Yes,No,83,other,350.0,Delivery,Marathahalli,2,1,0
Yes,No,136,Marathahalli,1000.0,Delivery,Marathahalli,3,1,1
Yes,No,23,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,Yes,1184,Marathahalli,1200.0,Delivery,Marathahalli,4,2,1
Yes,No,198,Brookefield,300.0,Delivery,Marathahalli,1,1,1
Yes,No,62,Whitefield,600.0,Delivery,Marathahalli,2,1,1
Yes,No,6,Brookefield,250.0,Delivery,Marathahalli,1,1,0
Yes,No,10,other,300.0,Delivery,Marathahalli,3,2,0
Yes,No,50,Marathahalli,200.0,Delivery,Marathahalli,2,1,1
Yes,No,5,Marathahalli,300.0,Delivery,Marathahalli,2,1,0
Yes,Yes,137,Brookefield,600.0,Delivery,Marathahalli,7,1,1
Yes,No,178,Whitefield,400.0,Delivery,Marathahalli,3,2,1
Yes,No,728,Marathahalli,800.0,Delivery,Marathahalli,5,1,1
Yes,No,76,other,250.0,Delivery,Marathahalli,2,1,1
Yes,No,121,Marathahalli,150.0,Delivery,Marathahalli,1,2,1
Yes,Yes,198,Marathahalli,1000.0,Delivery,Marathahalli,5,1,1
Yes,Yes,511,Brookefield,800.0,Delivery,Marathahalli,4,1,1
Yes,No,91,Brookefield,300.0,Delivery,Marathahalli,1,1,0
